player,game_id,is_home,margin,period,shot_made,shot_type,x,y
Manu Ginobili,146,1,-16,2,1,Layup,-23,56
Manu Ginobili,146,1,-18,2,1,Layup,-5,50
Manu Ginobili,146,1,-31,3,1,Jump Shot,230,53
Manu Ginobili,146,1,-32,3,0,Jump Shot,170,236
Manu Ginobili,146,1,-2,1,0,Jump Shot,-205,182
Manu Ginobili,146,1,-3,1,1,Layup,-13,51
Manu Ginobili,146,1,-6,2,1,Layup,20,50
Manu Ginobili,146,1,-5,2,1,Layup,13,45
Manu Ginobili,146,1,-8,2,1,Special Jump Shot,157,244
Manu Ginobili,146,1,-11,3,1,Jump Shot,-213,171
Manu Ginobili,146,1,-9,3,0,Jump Shot,-90,289
Manu Ginobili,146,1,-11,3,1,Layup,15,51
Manu Ginobili,146,1,-12,3,1,Layup,-15,50
Manu Ginobili,146,1,-10,3,0,Jump Shot,184,223
Manu Ginobili,146,1,-17,4,1,Layup,-11,54
Manu Ginobili,147,0,11,1,1,Jump Shot,245,105
Manu Ginobili,147,0,6,1,0,Jump Shot,237,61
Manu Ginobili,147,0,8,2,0,Jump Shot,-38,64
Manu Ginobili,147,0,6,2,1,Jump Shot,-87,318
Manu Ginobili,147,0,0,2,0,Jump Shot,-234,78
Manu Ginobili,147,0,2,2,0,Layup,20,67
Manu Ginobili,147,0,2,2,0,Layup,-18,51
Manu Ginobili,147,0,3,2,1,Hook,15,80
Manu Ginobili,147,0,7,3,0,Jump Shot,-60,300
Manu Ginobili,147,0,5,3,0,Layup,-16,67
Manu Ginobili,147,0,5,3,1,Layup,-8,57
Manu Ginobili,147,0,6,4,1,Jump Shot,-229,130
Manu Ginobili,147,0,3,1,0,Jump Shot,21,297
Manu Ginobili,147,0,1,1,0,Jump Shot,147,251
Manu Ginobili,147,0,3,2,1,Jump Shot,-21,143
Manu Ginobili,147,0,8,2,0,Jump Shot,-229,102
Manu Ginobili,147,0,6,2,1,Layup,-21,56
Manu Ginobili,147,0,10,2,1,Hook,-2,122
Manu Ginobili,147,0,10,2,0,Jump Shot,-232,110
Manu Ginobili,147,0,10,2,0,Jump Shot,218,185
Manu Ginobili,147,0,12,3,0,Jump Shot,237,67
Manu Ginobili,147,0,11,3,0,Jump Shot,-59,67
Manu Ginobili,147,0,13,3,1,Jump Shot,37,75
Manu Ginobili,148,1,0,1,0,Dunk,4,47
Manu Ginobili,148,1,1,1,1,Layup,-16,40
Manu Ginobili,148,1,-2,1,1,Jump Shot,160,247
Manu Ginobili,148,1,-3,1,1,Layup,18,44
Manu Ginobili,148,1,-2,1,0,Jump Shot,-209,184
Manu Ginobili,148,1,-16,2,0,Jump Shot,-183,215
Manu Ginobili,148,1,-15,3,0,Layup,20,67
Manu Ginobili,149,1,-9,1,1,Special Jump Shot,97,187
Manu Ginobili,149,1,-11,1,0,Jump Shot,-223,152
Manu Ginobili,149,1,-19,3,0,Jump Shot,-106,62
Manu Ginobili,149,1,-24,3,1,Layup,12,56
Manu Ginobili,149,1,-22,3,0,Jump Shot,-177,226
Manu Ginobili,149,1,-19,3,1,Special Jump Shot,-90,70
Manu Ginobili,149,1,-17,4,0,Jump Shot,122,50
Manu Ginobili,149,1,-17,4,0,Layup,15,50
Manu Ginobili,149,1,-9,4,1,Layup,9,62
Manu Ginobili,150,0,-2,1,0,Jump Shot,-7,304
Manu Ginobili,150,0,-6,1,0,Jump Shot,151,255
Manu Ginobili,150,0,19,2,1,Layup,18,69
Manu Ginobili,150,0,27,3,1,Layup,12,51
Manu Ginobili,150,0,25,3,0,Jump Shot,-201,203
Manu Ginobili,150,0,23,3,0,Layup,10,65
Manu Ginobili,150,0,22,4,0,Special Jump Shot,162,84
Manu Ginobili,150,1,-12,1,1,Layup,-7,57
Manu Ginobili,150,1,-17,1,1,Layup,0,61
Manu Ginobili,150,1,-12,1,1,Layup,-13,48
Manu Ginobili,150,1,-19,2,1,Dunk,-7,51
Manu Ginobili,150,1,-19,2,0,Jump Shot,-166,108
Manu Ginobili,150,1,-18,3,1,Jump Shot,-71,98
Manu Ginobili,150,1,-13,4,1,Layup,-16,56
Manu Ginobili,150,1,-13,4,0,Special Jump Shot,-37,114
Manu Ginobili,150,1,-15,4,1,Special Jump Shot,-37,72
Manu Ginobili,152,0,4,1,0,Jump Shot,-128,73
Manu Ginobili,152,0,6,1,1,Tip,-30,54
Manu Ginobili,152,0,6,1,0,Jump Shot,-106,171
Manu Ginobili,152,0,10,1,0,Jump Shot,-64,299
Manu Ginobili,152,0,13,2,0,Jump Shot,-13,102
Manu Ginobili,152,0,13,3,1,Layup,18,53
Manu Ginobili,152,1,-17,1,1,Layup,-10,48
Manu Ginobili,152,1,-13,1,0,Jump Shot,160,261
Manu Ginobili,152,1,-11,2,1,Tip,-8,53
Manu Ginobili,152,1,-11,2,0,Special Jump Shot,132,65
Manu Ginobili,152,1,-15,2,1,Tip,-2,72
Manu Ginobili,152,1,-15,3,0,Jump Shot,65,297
Manu Ginobili,152,1,-17,3,0,Jump Shot,-84,53
Manu Ginobili,154,1,-11,1,0,Jump Shot,184,228
Manu Ginobili,154,1,-15,2,1,Jump Shot,133,255
Manu Ginobili,154,1,-11,2,1,Jump Shot,-231,92
Manu Ginobili,154,1,-9,2,0,Jump Shot,-160,261
Manu Ginobili,154,1,-9,2,1,Jump Shot,-43,294
Manu Ginobili,154,1,-13,2,1,Layup,1,59
Manu Ginobili,154,1,-20,3,0,Jump Shot,0,105
Manu Ginobili,154,1,-17,4,1,Special Jump Shot,-65,69
Manu Ginobili,154,1,-18,4,1,Jump Shot,182,244
Manu Ginobili,154,1,-18,4,1,Special Jump Shot,-56,65
Manu Ginobili,154,1,-20,4,1,Layup,7,80
Manu Ginobili,158,0,7,1,0,Special Jump Shot,4,95
Manu Ginobili,158,0,4,2,1,Special Jump Shot,-100,80
Manu Ginobili,158,0,2,2,0,Layup,-11,54
Manu Ginobili,158,0,-1,2,0,Jump Shot,-95,283
Manu Ginobili,158,0,8,3,0,Jump Shot,190,199
Manu Ginobili,158,0,7,3,1,Layup,-10,54
Manu Ginobili,158,0,16,4,1,Jump Shot,-223,54
Manu Ginobili,158,0,12,4,1,Jump Shot,-207,174
Manu Ginobili,158,0,-2,1,0,Jump Shot,-228,78
Manu Ginobili,158,0,-5,1,1,Layup,-21,67
Manu Ginobili,158,0,-5,1,0,Special Jump Shot,64,270
Manu Ginobili,158,0,-7,1,0,Jump Shot,-7,110
Manu Ginobili,158,0,-7,1,0,Special Jump Shot,-163,382
Manu Ginobili,158,0,-8,2,1,Layup,-11,70
Manu Ginobili,158,0,-7,2,0,Jump Shot,-199,155
Manu Ginobili,158,0,-7,2,0,Jump Shot,-223,39
Manu Ginobili,158,0,-8,3,0,Jump Shot,-182,72
Manu Ginobili,158,0,-12,3,1,Special Jump Shot,-37,217
Manu Ginobili,158,0,-10,3,1,Special Jump Shot,-86,65
Manu Ginobili,158,1,10,1,0,Jump Shot,140,251
Manu Ginobili,158,1,8,2,1,Layup,-16,48
Manu Ginobili,158,1,0,2,0,Special Jump Shot,-16,100
Manu Ginobili,158,1,-2,2,1,Layup,0,51
Manu Ginobili,158,1,-2,2,0,Jump Shot,-194,188
Manu Ginobili,158,1,4,3,0,Layup,-7,61
Manu Ginobili,158,1,3,3,1,Jump Shot,32,292
Manu Ginobili,158,1,8,3,0,Layup,-15,59
Manu Ginobili,158,1,7,3,1,Jump Shot,-163,239
Tony Parker,0,1,-3,1,1,Layup,15,75
Tony Parker,0,1,-3,1,0,Special Jump Shot,165,155
Tony Parker,0,1,-3,1,0,Layup,18,54
Tony Parker,0,1,-3,1,0,Layup,13,56
Tony Parker,0,1,2,1,0,Layup,9,56
Tony Parker,0,1,-19,2,1,Layup,-11,48
Tony Parker,0,1,-21,2,0,Special Jump Shot,-82,166
Tony Parker,0,1,-20,3,0,Jump Shot,-228,48
Tony Parker,0,1,-16,3,0,Layup,-21,75
Tony Parker,0,1,-20,3,0,Jump Shot,-92,67
Tony Parker,0,1,-21,3,1,Jump Shot,-239,48
Tony Parker,0,1,-18,3,0,Jump Shot,140,39
Tony Parker,0,1,-11,4,0,Layup,-10,53
Tony Parker,0,1,-9,4,1,Jump Shot,-202,181
Tony Parker,1,0,-1,1,1,Layup,21,53
Tony Parker,1,0,1,1,1,Jump Shot,160,133
Tony Parker,1,0,-3,1,0,Special Jump Shot,23,102
Tony Parker,1,0,-5,1,1,Jump Shot,95,204
Tony Parker,1,0,-7,1,0,Layup,13,61
Tony Parker,1,0,-13,2,1,Layup,23,65
Tony Parker,1,0,-11,2,1,Special Jump Shot,43,81
Tony Parker,1,0,-11,2,0,Jump Shot,146,274
Tony Parker,1,0,-2,2,1,Jump Shot,-84,193
Tony Parker,1,0,-2,2,0,Layup,6,72
Tony Parker,1,0,-3,3,0,Jump Shot,-117,160
Tony Parker,1,0,-1,3,1,Layup,-7,75
Tony Parker,1,0,2,3,1,Special Jump Shot,-101,143
Tony Parker,1,0,2,3,1,Layup,21,76
Tony Parker,1,0,3,3,1,Jump Shot,-127,169
Tony Parker,1,0,1,4,1,Special Jump Shot,-51,125
Tony Parker,1,0,2,4,1,Jump Shot,135,171
Tony Parker,80,0,0,1,0,Jump Shot,-86,193
Tony Parker,80,0,0,1,0,Layup,-21,40
Tony Parker,80,0,0,1,1,Special Jump Shot,72,195
Tony Parker,80,0,-1,1,0,Jump Shot,-134,212
Tony Parker,80,0,-7,1,0,Layup,9,48
Tony Parker,80,0,-8,2,0,Jump Shot,51,133
Tony Parker,80,0,-9,2,1,Layup,13,50
Tony Parker,80,0,-9,3,1,Layup,-2,54
Tony Parker,80,0,-11,3,1,Special Jump Shot,-146,179
Tony Parker,80,0,-11,3,0,Special Jump Shot,-158,206
Tony Parker,80,0,-11,3,0,Layup,7,51
Tony Parker,80,0,-9,3,1,Jump Shot,15,122
Tony Parker,80,0,-6,3,0,Jump Shot,-51,84
Tony Parker,80,0,-6,3,0,Layup,-15,51
Tony Parker,80,0,-5,3,1,Layup,7,45
Tony Parker,80,0,-7,4,1,Special Jump Shot,70,199
Tony Parker,80,0,-9,4,0,Jump Shot,-67,57
Tony Parker,80,0,-9,4,0,Layup,17,48
Tony Parker,80,0,-9,4,0,Jump Shot,226,57
Tony Parker,81,0,-4,1,0,Layup,23,56
Tony Parker,81,0,-7,1,1,Layup,-23,53
Tony Parker,81,0,-7,1,1,Special Jump Shot,7,110
Tony Parker,81,0,-3,1,1,Layup,15,56
Tony Parker,81,0,3,1,1,Layup,4,61
Tony Parker,81,0,-10,2,0,Special Jump Shot,17,121
Tony Parker,81,0,-10,2,0,Jump Shot,-232,64
Tony Parker,81,0,-8,3,1,Jump Shot,-147,132
Tony Parker,81,0,-7,3,1,Layup,13,53
Tony Parker,81,0,-7,3,1,Jump Shot,-59,184
Tony Parker,81,0,8,4,1,Jump Shot,114,192
Tony Parker,81,0,8,4,1,Jump Shot,78,225
Tony Parker,81,0,8,4,0,Jump Shot,40,187
Tony Parker,82,1,2,1,1,Jump Shot,1,116
Tony Parker,82,1,-1,1,0,Special Jump Shot,121,182
Tony Parker,82,1,5,2,0,Layup,-5,53
Tony Parker,82,1,1,2,0,Layup,4,70
Tony Parker,82,1,-2,3,0,Jump Shot,113,177
Tony Parker,82,1,0,3,1,Jump Shot,50,102
Tony Parker,82,1,-1,3,0,Layup,34,57
Tony Parker,82,1,-1,3,0,Layup,10,50
Tony Parker,82,1,-3,4,1,Jump Shot,61,102
Tony Parker,82,1,-5,4,1,Layup,-4,67
Tony Parker,82,1,-3,4,1,Jump Shot,122,269
Tony Parker,82,1,-3,4,1,Layup,32,62
Tony Parker,82,1,-1,4,1,Jump Shot,47,45
Tony Parker,82,1,-1,4,1,Jump Shot,-131,143
Tony Parker,82,1,-3,4,1,Layup,1,53
Tony Parker,83,1,0,1,0,Jump Shot,-125,187
Tony Parker,83,1,-3,1,0,Layup,9,39
Tony Parker,83,1,-3,1,1,Layup,18,50
Tony Parker,83,1,-3,1,1,Layup,-11,50
Tony Parker,83,1,-5,1,1,Layup,-11,50
Tony Parker,83,1,-11,2,0,Special Jump Shot,81,98
Tony Parker,83,1,-9,2,1,Layup,9,51
Tony Parker,83,1,-9,2,0,Jump Shot,100,53
Tony Parker,83,1,-7,3,0,Jump Shot,-54,297
Tony Parker,83,1,-5,4,1,Jump Shot,81,157
Tony Parker,83,1,-7,4,1,Jump Shot,-136,207
Tony Parker,83,1,-2,4,0,Jump Shot,-52,223
Tony Parker,83,1,-4,4,1,Jump Shot,-144,64
Tony Parker,84,0,5,1,1,Layup,-27,66
Tony Parker,84,0,8,1,0,Jump Shot,-93,225
Tony Parker,84,0,12,1,1,Layup,-5,65
Tony Parker,84,0,12,1,1,Jump Shot,-86,236
Tony Parker,84,0,14,1,1,Layup,-18,64
Tony Parker,84,0,17,1,1,Jump Shot,207,40
Tony Parker,84,0,22,2,1,Layup,26,62
Tony Parker,84,0,17,2,0,Jump Shot,-11,113
Tony Parker,84,0,26,3,1,Jump Shot,-168,163
Tony Parker,84,0,23,3,0,Jump Shot,-138,179
Tony Parker,84,0,27,3,0,Jump Shot,72,223
Tony Parker,84,0,30,3,1,Layup,-21,57
Tony Parker,84,0,1,1,0,Jump Shot,-23,225
Tony Parker,84,0,7,1,1,Special Jump Shot,-157,54
Tony Parker,84,0,7,1,0,Jump Shot,-21,278
Tony Parker,84,0,5,1,0,Jump Shot,234,44
Tony Parker,84,0,5,1,1,Layup,2,50
Tony Parker,84,0,14,2,1,Layup,23,40
Tony Parker,84,0,14,2,1,Layup,21,53
Tony Parker,84,0,19,2,1,Layup,-13,50
Tony Parker,84,0,21,3,1,Special Jump Shot,-21,237
Tony Parker,84,0,21,3,0,Jump Shot,-168,139
Tony Parker,84,0,19,4,0,Jump Shot,-139,139
Tony Parker,84,0,22,4,1,Hook,-35,91
Tony Parker,85,1,-7,1,1,Layup,-4,54
Tony Parker,85,1,-11,1,1,Jump Shot,119,187
Tony Parker,85,1,-19,2,1,Special Jump Shot,39,103
Tony Parker,85,1,-16,2,1,Layup,1,54
Tony Parker,85,1,-10,2,1,Layup,1,51
Tony Parker,85,1,-7,3,1,Jump Shot,-90,151
Tony Parker,85,1,-7,3,0,Jump Shot,-150,251
Tony Parker,85,1,-7,3,1,Jump Shot,-18,110
Tony Parker,85,1,-5,3,0,Special Jump Shot,-139,149
Tony Parker,86,0,0,1,1,Layup,7,45
Tony Parker,86,0,1,1,1,Jump Shot,31,196
Tony Parker,86,0,1,1,0,Hook,83,89
Tony Parker,86,0,1,1,0,Jump Shot,73,220
Tony Parker,86,0,-9,1,0,Jump Shot,228,92
Tony Parker,86,0,-7,1,1,Layup,17,61
Tony Parker,86,0,-5,2,0,Layup,28,65
Tony Parker,86,0,-7,3,0,Special Jump Shot,50,89
Tony Parker,86,0,-7,3,1,Layup,9,65
Tony Parker,86,0,-1,4,1,Layup,-13,50
Tony Parker,86,0,1,4,0,Jump Shot,-5,270
Tony Parker,86,0,5,4,1,Layup,-25,50
Tony Parker,86,0,3,4,0,Jump Shot,-123,220
Tony Parker,86,0,5,4,1,Layup,-21,59
Tony Parker,86,0,8,4,0,Jump Shot,-114,223
Tony Parker,86,0,12,4,1,Layup,-16,57
Tony Parker,86,0,12,4,0,Layup,-19,65
Tony Parker,87,1,-2,1,0,Layup,24,54
Tony Parker,87,1,0,1,0,Jump Shot,168,98
Tony Parker,87,1,-2,1,1,Layup,-2,45
Tony Parker,87,1,0,1,0,Jump Shot,119,179
Tony Parker,87,1,2,1,1,Special Jump Shot,0,203
Tony Parker,87,1,-1,2,0,Jump Shot,0,122
Tony Parker,87,1,1,2,1,Layup,21,45
Tony Parker,87,1,2,3,0,Jump Shot,-128,144
Tony Parker,87,1,-7,3,1,Jump Shot,40,124
Tony Parker,87,1,-11,3,1,Layup,0,64
Tony Parker,87,1,-9,3,1,Layup,0,64
Tony Parker,87,0,-2,1,0,Special Jump Shot,59,53
Tony Parker,87,0,-3,1,1,Jump Shot,67,113
Tony Parker,87,0,1,1,1,Layup,-15,53
Tony Parker,87,0,1,1,0,Layup,-5,51
Tony Parker,87,0,5,1,1,Jump Shot,-229,50
Tony Parker,87,0,3,1,0,Jump Shot,13,94
Tony Parker,87,0,9,2,1,Special Jump Shot,32,146
Tony Parker,87,0,10,3,0,Jump Shot,-65,204
Tony Parker,87,0,3,4,1,Special Jump Shot,39,57
Tony Parker,87,0,5,4,0,Special Jump Shot,29,128
Tony Parker,87,0,7,4,1,Jump Shot,-153,73
Tony Parker,87,0,6,4,0,Special Jump Shot,-157,149
Tony Parker,87,0,8,4,1,Layup,-15,50
Tony Parker,87,0,13,4,1,Jump Shot,-183,204
Tony Parker,88,1,-2,1,1,Jump Shot,-23,122
Tony Parker,88,1,-6,1,1,Jump Shot,-87,69
Tony Parker,88,1,-6,1,0,Jump Shot,-232,56
Tony Parker,88,1,-4,1,0,Jump Shot,146,128
Tony Parker,88,1,-25,2,1,Jump Shot,-147,139
Tony Parker,88,1,-25,2,0,Jump Shot,124,181
Tony Parker,88,1,-27,2,0,Jump Shot,1,80
Tony Parker,88,1,-35,2,1,Jump Shot,-133,154
Tony Parker,88,1,-40,3,1,Jump Shot,40,114
Tony Parker,88,1,-2,1,1,Layup,2,47
Tony Parker,88,1,2,1,0,Jump Shot,17,91
Tony Parker,88,1,-2,1,1,Layup,14,44
Tony Parker,88,1,-2,1,0,Special Jump Shot,-10,143
Tony Parker,88,1,-11,1,1,Layup,-7,72
Tony Parker,88,1,-15,2,1,Layup,-5,67
Tony Parker,88,1,-17,2,1,Layup,16,44
Tony Parker,89,0,0,1,1,Special Jump Shot,62,54
Tony Parker,89,0,0,1,0,Special Jump Shot,-82,48
Tony Parker,89,0,2,1,1,Special Jump Shot,7,188
Tony Parker,89,0,0,1,0,Jump Shot,133,110
Tony Parker,89,0,0,1,0,Jump Shot,-123,258
Tony Parker,89,0,0,1,1,Jump Shot,-117,44
Tony Parker,89,0,5,2,1,Layup,-13,50
Tony Parker,89,0,3,2,0,Special Jump Shot,-51,102
Tony Parker,89,0,3,3,0,Special Jump Shot,-111,174
Tony Parker,89,0,1,3,1,Jump Shot,-93,87
Tony Parker,89,0,-1,3,0,Jump Shot,-5,245
Tony Parker,89,0,-3,3,0,Jump Shot,236,59
Tony Parker,89,0,-3,3,0,Layup,-23,54
Tony Parker,89,0,-5,3,1,Layup,-11,50
Tony Parker,89,0,-3,4,0,Layup,-5,57
Tony Parker,89,0,-3,4,0,Special Jump Shot,72,56
Tony Parker,91,1,-1,1,0,Layup,-13,50
Tony Parker,91,1,0,1,1,Layup,-13,42
Tony Parker,91,1,0,1,0,Special Jump Shot,-7,81
Tony Parker,91,1,11,2,1,Special Jump Shot,6,119
Tony Parker,91,1,13,2,0,Layup,-18,54
Tony Parker,91,1,21,2,1,Jump Shot,-67,81
Tony Parker,91,1,19,2,1,Jump Shot,108,42
Tony Parker,91,1,17,2,1,Layup,13,50
Tony Parker,91,1,15,2,1,Jump Shot,-54,80
Tony Parker,91,1,13,2,1,Layup,12,48
Tony Parker,91,1,11,2,0,Jump Shot,-190,215
Tony Parker,91,1,9,3,0,Jump Shot,15,185
Tony Parker,91,1,9,3,0,Jump Shot,-239,42
Tony Parker,91,1,15,3,0,Jump Shot,18,116
Tony Parker,91,1,4,3,1,Layup,24,65
Tony Parker,91,1,3,3,1,Layup,4,47
Tony Parker,91,1,1,3,1,Jump Shot,0,94
Tony Parker,91,1,1,3,0,Special Jump Shot,31,69
Tony Parker,91,1,1,3,0,Jump Shot,-134,160
Tony Parker,91,1,-5,4,0,Jump Shot,-45,195
Tony Parker,91,1,-3,4,0,Special Jump Shot,108,141
Tony Parker,91,1,2,4,0,Jump Shot,80,207
Tony Parker,91,1,0,4,1,Layup,-23,59
Tony Parker,91,1,-1,4,1,Layup,-18,69
Tony Parker,91,1,-3,4,1,Layup,-16,64
Tony Parker,91,1,0,4,0,Layup,10,64
Tony Parker,92,1,-2,1,1,Layup,-10,54
Tony Parker,92,1,-1,1,1,Layup,0,61
Tony Parker,92,1,1,1,0,Layup,4,45
Tony Parker,92,1,2,1,0,Jump Shot,-152,69
Tony Parker,92,1,0,3,1,Special Jump Shot,-108,192
Tony Parker,92,1,3,3,0,Layup,0,54
Tony Parker,92,1,0,3,1,Jump Shot,228,59
Tony Parker,92,1,-6,4,1,Jump Shot,-8,206
Tony Parker,92,1,-2,4,1,Layup,-8,51
Tony Parker,92,1,-4,4,1,Jump Shot,88,201
Tony Parker,92,1,-4,4,0,Jump Shot,-144,111
Tony Parker,92,1,0,1,1,Jump Shot,-120,133
Tony Parker,92,1,-5,1,1,Special Jump Shot,-100,209
Tony Parker,92,1,-1,1,0,Jump Shot,-163,103
Tony Parker,92,1,-6,1,1,Special Jump Shot,81,86
Tony Parker,92,1,-8,1,1,Special Jump Shot,2,210
Tony Parker,92,1,-1,2,1,Layup,-8,56
Tony Parker,92,1,5,2,0,Layup,-16,42
Tony Parker,92,1,9,3,0,Special Jump Shot,0,110
Tony Parker,92,1,14,3,1,Jump Shot,225,168
Tony Parker,92,1,17,3,0,Layup,15,45
Tony Parker,92,1,19,3,0,Layup,-7,45
Tony Parker,92,1,19,3,0,Special Jump Shot,70,42
Tony Parker,92,1,19,3,0,Layup,-13,56
Tony Parker,94,0,-4,1,0,Special Jump Shot,4,119
Tony Parker,94,0,-4,1,0,Special Jump Shot,-153,168
Tony Parker,94,0,-5,1,1,Special Jump Shot,6,222
Tony Parker,94,0,-9,1,0,Special Jump Shot,-95,222
Tony Parker,94,0,-12,1,1,Layup,40,64
Tony Parker,94,0,1,2,0,Jump Shot,147,165
Tony Parker,94,0,-3,2,0,Special Jump Shot,-10,81
Tony Parker,94,0,2,2,1,Special Jump Shot,24,97
Tony Parker,94,0,4,2,1,Special Jump Shot,67,130
Tony Parker,94,0,4,2,1,Layup,29,75
Tony Parker,94,0,6,3,0,Special Jump Shot,54,80
Tony Parker,94,0,6,3,0,Special Jump Shot,-34,67
Tony Parker,94,0,10,3,0,Jump Shot,34,61
Tony Parker,94,0,10,3,1,Jump Shot,-224,36
Tony Parker,94,0,10,3,0,Layup,-37,56
Tony Parker,94,0,7,3,0,Layup,2,81
Tony Parker,94,0,7,1,1,Jump Shot,-62,64
Tony Parker,94,0,8,1,0,Jump Shot,34,108
Tony Parker,94,0,13,1,1,Layup,-11,50
Tony Parker,94,0,13,1,1,Jump Shot,-82,168
Tony Parker,94,0,21,2,0,Layup,-15,64
Tony Parker,94,0,21,2,1,Jump Shot,86,106
Tony Parker,94,0,21,2,0,Layup,-5,61
Tony Parker,94,0,23,2,1,Layup,-15,50
Tony Parker,94,0,24,3,1,Layup,0,45
Tony Parker,94,0,24,3,0,Jump Shot,34,57
Tony Parker,94,0,29,3,1,Jump Shot,-185,45
Tony Parker,94,1,-1,1,1,Jump Shot,-75,84
Tony Parker,94,1,-3,1,1,Layup,1,57
Tony Parker,94,1,0,1,1,Layup,1,40
Tony Parker,94,1,2,1,0,Jump Shot,102,220
Tony Parker,94,1,4,1,0,Layup,1,67
Tony Parker,94,1,2,1,1,Layup,2,59
Tony Parker,94,1,2,1,0,Jump Shot,-120,174
Tony Parker,94,1,3,1,0,Layup,-16,62
Tony Parker,94,1,-8,2,1,Layup,7,47
Tony Parker,94,1,-3,2,0,Jump Shot,231,50
Tony Parker,94,1,-7,2,1,Layup,21,37
Tony Parker,94,1,-7,2,1,Jump Shot,225,80
Tony Parker,94,1,-8,3,0,Layup,-24,57
Tony Parker,94,1,-3,3,0,Jump Shot,110,278
Tony Parker,94,1,3,3,0,Special Jump Shot,119,61
Tony Parker,94,1,2,3,1,Layup,-7,53
Tony Parker,94,1,5,3,0,Jump Shot,125,136
Tony Parker,94,1,4,4,1,Jump Shot,239,61
Tony Parker,94,1,2,4,1,Special Jump Shot,-65,50
Tony Parker,94,1,-2,4,1,Layup,2,44
Tony Parker,94,1,-1,4,0,Jump Shot,-155,133
Tony Parker,94,1,-5,4,1,Layup,-2,45
Tony Parker,94,1,-5,4,0,Jump Shot,-161,147
Tony Parker,94,1,-5,4,1,Layup,-19,62
Tony Parker,94,0,0,1,0,Jump Shot,-60,100
Tony Parker,94,0,0,1,1,Layup,-16,61
Tony Parker,94,0,2,1,1,Layup,-19,54
Tony Parker,94,0,2,1,1,Special Jump Shot,86,78
Tony Parker,94,0,12,2,0,Jump Shot,-147,132
Tony Parker,94,0,17,2,0,Layup,-15,56
Tony Parker,94,0,19,2,0,Layup,18,56
Tony Parker,94,0,17,2,1,Special Jump Shot,-144,91
Tony Parker,94,0,15,2,0,Jump Shot,72,207
Tony Parker,94,0,10,3,0,Jump Shot,-199,48
Tony Parker,94,0,10,3,0,Jump Shot,-29,65
Tony Parker,94,0,12,3,1,Special Jump Shot,92,80
Tony Parker,94,0,15,4,1,Jump Shot,-45,65
Tony Parker,94,0,14,4,0,Jump Shot,-149,251
Tony Parker,95,0,4,1,1,Layup,18,40
Tony Parker,95,0,-2,1,0,Jump Shot,40,45
Tony Parker,95,0,-2,1,0,Jump Shot,140,166
Tony Parker,95,0,3,1,1,Jump Shot,-226,37
Tony Parker,95,0,6,1,1,Layup,7,54
Tony Parker,95,0,6,1,0,Jump Shot,6,162
Tony Parker,95,0,7,1,0,Layup,4,70
Tony Parker,95,0,-6,3,0,Jump Shot,31,48
Tony Parker,98,1,-1,1,0,Layup,-11,76
Tony Parker,98,1,-1,1,0,Layup,1,56
Tony Parker,98,1,1,1,0,Layup,12,75
Tony Parker,98,1,0,1,0,Special Jump Shot,-15,83
Tony Parker,98,1,4,2,1,Layup,-19,73
Tony Parker,98,1,3,2,1,Layup,-16,51
Tony Parker,98,1,8,2,0,Jump Shot,20,125
Tony Parker,98,1,12,2,0,Jump Shot,162,73
Tony Parker,98,1,11,3,1,Layup,-2,56
Tony Parker,98,1,7,3,1,Layup,-10,50
Tony Parker,98,1,6,3,1,Layup,21,53
Tony Parker,98,1,10,4,0,Jump Shot,39,95
Tony Parker,98,1,9,4,1,Special Jump Shot,103,37
Tony Parker,98,1,10,4,0,Jump Shot,-78,103
Tony Parker,98,1,-4,1,1,Layup,13,56
Tony Parker,98,1,-2,1,0,Jump Shot,-207,40
Tony Parker,98,1,-5,1,1,Special Jump Shot,1,94
Tony Parker,98,1,-3,1,0,Jump Shot,-30,67
Tony Parker,98,1,-5,2,0,Jump Shot,159,62
Tony Parker,98,1,-8,2,1,Jump Shot,234,83
Tony Parker,98,1,-9,2,1,Layup,21,42
Tony Parker,98,1,-7,2,0,Layup,13,53
Tony Parker,98,1,-6,3,0,Jump Shot,228,76
Tony Parker,98,1,-4,3,1,Jump Shot,64,94
Tony Parker,98,1,-1,3,0,Special Jump Shot,29,108
Tony Parker,98,1,-1,3,0,Special Jump Shot,67,83
Tony Parker,98,1,-3,3,1,Layup,-19,48
Tony Parker,98,1,-3,3,0,Layup,-13,50
Tony Parker,98,1,-5,3,1,Special Jump Shot,121,223
Tony Parker,98,1,-10,4,1,Special Jump Shot,-114,158
Tony Parker,98,1,-12,4,1,Jump Shot,140,199
Tony Parker,98,1,-10,4,1,Jump Shot,72,78
Tony Parker,98,1,-8,4,0,Layup,23,39
Tony Parker,99,1,2,1,0,Special Jump Shot,102,51
Tony Parker,99,1,13,1,1,Special Jump Shot,9,87
Tony Parker,99,1,15,1,0,Layup,-8,50
Tony Parker,99,1,13,1,1,Layup,7,54
Tony Parker,99,1,7,3,0,Jump Shot,70,198
Tony Parker,99,1,6,3,0,Special Jump Shot,47,84
Tony Parker,99,1,4,3,0,Layup,21,64
Tony Parker,99,1,7,4,1,Layup,12,59
Tony Parker,99,1,7,4,0,Jump Shot,133,158
Tony Parker,99,0,-2,1,0,Jump Shot,10,130
Tony Parker,99,0,2,1,1,Jump Shot,84,229
