time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2014-08-16T15:21:18.390Z,40.1777,145.4136,30.65,5,mb,,136,2.505,1.23,us,usb000s3dm,2014-08-16T23:24:06.145Z,"Off the east coast of Honshu, Japan",earthquake
2014-08-16T15:08:32.230Z,0.037,-78.2383,87.97,4.7,mb,,162,3.007,1.41,us,usb000s3dc,2014-08-17T16:36:33.766Z,"11km W of Cayambe, Ecuador",earthquake
2014-08-16T14:08:08.910Z,-7.1099,155.5807,35,4.6,mb,,96,4.468,0.51,us,usb000s3cz,2014-08-16T22:10:37.409Z,"88km S of Panguna, Papua New Guinea",earthquake
2014-08-16T13:43:39.560Z,6.8043,126.8059,94.83,4.9,mb,,78,1.246,1.09,us,usb000s3cp,2014-08-16T21:46:15.452Z,"48km SE of Tarragona, Philippines",earthquake
2014-08-16T12:39:03.910Z,10.4924,-67.4941,19.13,4.6,mb,,87,2.207,0.91,us,usb000s3cc,2014-08-17T03:20:54.617Z,"25km NE of El Limon, Venezuela",earthquake
2014-08-16T11:57:36.310Z,-2.9055,136.3264,38.23,4.8,mb,,43,4.072,0.93,us,usb000s3c6,2014-08-16T20:00:08.160Z,"106km ENE of Nabire, Indonesia",earthquake
2014-08-16T11:50:06.270Z,-2.8231,136.3188,42.1,4.5,mb,,122,4.066,1.08,us,usb000s3c5,2014-08-16T19:52:39.282Z,"110km ENE of Nabire, Indonesia",earthquake
2014-08-16T11:36:32.830Z,5.5236,-82.6422,10,4.4,mb,,83,4.681,0.85,us,usb000s3c3,2014-08-16T19:39:14.571Z,"278km S of Punta de Burica, Panama",earthquake
2014-08-16T10:54:25.010Z,36.8421,-97.8403,4.12,3.4,mb_lg,,123,0.166,0.34,us,usb000s3bx,2014-08-16T19:27:55.442Z,"10km WNW of Medford, Oklahoma",earthquake
2014-08-16T10:10:48.800Z,-20.0992,-70.9768,10,4.8,mb,,110,0.879,1.48,us,usb000s3bl,2014-08-20T15:45:04.000Z,"88km W of Iquique, Chile",earthquake
2014-08-16T09:42:58.740Z,-21.7417,-69.366,93.9,4.8,mb,,108,0.127,0.64,us,usb000s3bd,2014-08-17T00:36:26.000Z,"91km NNW of Calama, Chile",earthquake
2014-08-16T08:36:14.800Z,-21.2222,169.4302,40.69,4.5,mb,,185,2.904,1.1,us,usc000s7mq,2014-09-06T12:22:33.219Z,"164km ENE of Tadine, New Caledonia",earthquake
2014-08-16T08:30:09.990Z,-7.0143,125.0907,540.14,4.6,mb,,52,2.842,0.91,us,usb000s3b5,2014-09-06T12:19:23.497Z,"178km NNW of Dili, East Timor",earthquake
2014-08-16T08:03:57.500Z,27.7911,142.7397,36.47,4.5,mb,,116,0.85,0.76,us,usb000s3b8,2014-09-06T12:14:08.440Z,"93km NNE of Chichi-shima, Japan",earthquake
2014-08-16T07:52:57.400Z,-21.4059,-179.2903,610.08,4.3,mb,,57,4.42,1.06,us,usb000s3as,2014-09-06T12:06:57.804Z,"103km SW of Ndoi Island, Fiji",earthquake
2014-08-16T06:45:58.100Z,18.999,-67.069,8,3.2,Md,15,219.6,0.53000602,0.37,pr,pr14228001,2014-09-06T12:03:00.699Z,"55km N of Isabela, Puerto Rico",earthquake
2014-08-16T06:43:00.990Z,-5.0938,151.6574,103.45,4.4,mb,,89,1.029,0.85,us,usc000s7mt,2014-09-06T11:59:50.614Z,"106km SW of Kokopo, Papua New Guinea",earthquake
2014-08-16T06:42:48.590Z,0.7466,146.4007,16.11,4.4,mb,,54,6.551,0.85,us,usc000s7ms,2014-09-06T11:54:01.237Z,"Federated States of Micronesia region",earthquake
2014-08-16T06:24:53.100Z,19.0984,-65.123,23,3.1,Md,7,273.6,0.75907642,0.28,pr,pr14228003,2014-09-06T11:51:33.807Z,"86km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake
2014-08-16T05:19:59.000Z,51.7416,178.5011,91.6,3.1,ml,,,,0.31,us,usc000s7iy,2014-09-06T11:42:54.643Z,"23km S of Little Sitkin Island, Alaska",earthquake
2014-08-16T04:50:12.500Z,19.0869,-68.0968,50,3,Md,7,262.8,0.62971901,0.28,pr,pr14228002,2014-08-16T12:52:38.837Z,"64km NNE of Punta Cana, Dominican Republic",earthquake
2014-08-16T04:13:36.440Z,32.5568,-109.1073,5,3.1,ml,,83,1.117,0.61,us,usb000s3a2,2014-08-16T18:22:39.278Z,"43km WNW of Lordsburg, New Mexico",earthquake
2014-08-16T03:10:08.520Z,-0.4424,98.1245,22.01,4.6,mb,,155,1.819,1.07,us,usb000s39q,2014-08-16T11:12:46.389Z,"122km NW of Sikabaluan, Indonesia",earthquake
2014-08-16T02:37:15.650Z,-17.1962,-172.9724,46.92,4.5,mb,,67,22.716,1.22,us,usb000s39l,2014-08-16T10:39:56.378Z,"160km SSE of Hihifo, Tonga",earthquake
2014-08-16T01:56:00.770Z,17.7057,-62.2274,53.85,4.3,mb,,77,0.422,0.56,us,usb000s39e,2014-08-16T12:06:25.437Z,"44km W of Codrington, Barbuda",earthquake
2014-08-15T23:32:02.500Z,5.0352,-82.6055,10,4.3,mb,,82,4.938,0.97,us,usb000s38w,2014-09-08T23:58:23.472Z,"South of Panama",earthquake
2014-08-15T21:42:29.930Z,42.9785,77.3765,14.93,5,mb,,24,0.87,0.9,us,usb000s37z,2014-09-07T23:11:42.923Z,"38km SSE of Talghar, Kazakhstan",earthquake
2014-08-15T20:48:47.330Z,2.1284,96.2804,28.33,4.4,mb,,206,1.531,0.76,us,usb000s36h,2014-08-16T15:26:53.752Z,"40km SSW of Sinabang, Indonesia",earthquake
2014-08-15T20:36:23.000Z,57.9274,-156.2562,130.6,3.7,ml,,,,0.78,ak,ak11357639,2014-08-28T00:20:13.712Z,"90km SSE of King Salmon, Alaska",earthquake
2014-08-15T18:48:52.110Z,-11.671,166.3633,77.11,4.9,mb,,105,3.841,0.73,us,usb000s33x,2014-08-16T15:04:22.000Z,"120km SSE of Lata, Solomon Islands",earthquake
2014-08-15T18:05:19.590Z,-15.15,-173.635,2.24,4.8,mb,,60,2.181,0.77,us,usb000s33d,2014-08-16T14:57:45.562Z,"89km N of Hihifo, Tonga",earthquake
2014-08-15T17:48:12.790Z,36.4833,70.269,209.11,4.3,mb,,116,0.686,1.03,us,usb000s331,2014-08-16T14:34:45.745Z,"38km ESE of Farkhar, Afghanistan",earthquake
2014-08-15T17:03:36.090Z,33.9503333,-118.7218333,12.63,3.36,ml,87,50,0.0889,0.25,ci,ci37258408,2014-08-19T01:58:49.075Z,"9km SSW of Malibu Beach, California",earthquake
2014-08-15T14:48:10.190Z,28.4761,51.6687,34.62,4.9,mb,,87,5.367,0.75,us,usb000s31s,2014-08-15T22:50:53.432Z,"97km SE of Bandar Bushehr, Iran",earthquake
2014-08-15T14:17:34.700Z,19.0881,-64.2776,24,3.2,Md,4,338.4,0.97287545,0.12,pr,pr14227013,2014-08-15T22:20:07.691Z,"82km NNE of Road Town, British Virgin Islands",earthquake
2014-08-15T12:24:44.050Z,36.8393,142.5318,22.37,4.6,mb,,128,3.487,1.06,us,usb000s2zh,2014-08-15T20:27:21.691Z,"148km E of Iwaki, Japan",earthquake
2014-08-15T08:56:14.060Z,17.9935,122.5691,47.8,4.6,mb,,57,4.175,0.98,us,usc000s7d3,2014-09-06T11:38:32.181Z,"62km SE of Cabiraoan, Philippines",earthquake
2014-08-15T08:47:36.400Z,19.617,-64.6512,53,3.1,Md,7,316.8,1.1929627,0.43,pr,pr14227010,2014-09-06T11:32:54.042Z,"132km N of Road Town, British Virgin Islands",earthquake
2014-08-15T08:34:47.500Z,13.826,-92.964,16.1,4.3,mb,,,,1.67,us,usb000s2xd,2014-09-06T11:29:27.821Z,"112km SW of Ocos, Guatemala",earthquake
2014-08-15T07:12:18.950Z,-13.6367,170.0283,616.5,4.4,mb,,58,3.274,0.53,us,usc000s7d8,2014-09-06T11:11:05.048Z,"269km E of Sola, Vanuatu",earthquake
2014-08-15T05:14:05.010Z,2.2091,95.2939,28.86,4.1,mb,,159,2.451,0.37,us,usc000s7d7,2014-09-06T11:00:23.858Z,"124km WSW of Sinabang, Indonesia",earthquake
2014-08-15T04:53:36.800Z,18.9465,-67.7595,47,3.2,Md,9,324,0.77704272,0.43,pr,pr14227006,2014-08-15T12:56:31.820Z,"79km ENE of Punta Cana, Dominican Republic",earthquake
2014-08-15T04:37:15.100Z,18.9123,-65.3356,67,3.1,Md,10,255.6,0.60276956,0.33,pr,pr14227004,2014-08-15T12:39:47.606Z,"67km N of Culebra, Puerto Rico",earthquake
2014-08-15T04:00:19.300Z,36.9342,27.3988,14.87,4.2,mb,,77,1.397,0.95,us,usb000s2us,2014-08-15T06:44:28.533Z,"10km ENE of Kos, Greece",earthquake
2014-08-15T03:57:18.800Z,34.3018333,-116.4428333,9.74,3.8,ml,121,27,0.05096,0.16,ci,ci15538561,2014-08-20T23:38:47.450Z,"20km N of Yucca Valley, California",earthquake
2014-08-15T03:31:27.000Z,52.8049,-169.513,4.8,3.6,ml,27,194.399984448001,,0.66,ak,ak11357482,2014-08-28T00:20:41.844Z,"45km WSW of Nikolski, Alaska",earthquake
2014-08-15T03:19:50.350Z,41.578,142.6815,61.14,4.4,mb,,134,0.563,0.79,us,usb000s2um,2014-08-15T22:17:26.000Z,"87km SSE of Shizunai, Japan",earthquake
2014-08-15T02:03:48.000Z,-20.34,-68.802,122.1,4.4,mb,,,,0.92,us,usb000s2ub,2014-08-15T21:13:23.502Z,"140km E of Iquique, Chile",earthquake
2014-08-15T02:03:22.310Z,21.6265,121.1386,28.06,4.2,mb,,118,1.186,0.63,us,usb000s2uc,2014-08-15T21:59:56.000Z,"58km SE of Hengchun, Taiwan",earthquake
2014-08-15T00:13:19.000Z,19.0998,-66.6234,42,3.3,Md,17,273.6,0.62432912,0.28,pr,pr14227001,2014-09-08T22:42:50.399Z,"70km N of Arecibo, Puerto Rico",earthquake
2014-08-15T00:09:42.900Z,19.1257,-66.6635,37,3.1,Md,12,277.2,0.65666847,0.23,pr,pr14227000,2014-09-08T22:38:03.620Z,"72km N of Arecibo, Puerto Rico",earthquake
2014-08-14T23:57:09.510Z,-20.6179,-177.7345,374.65,4.2,mb,,100,4.9,1.26,us,usb000s6ai,2014-09-09T05:34:32.653Z,"100km E of Ndoi Island, Fiji",earthquake
2014-08-14T23:23:48.130Z,-9.5374,158.4437,34.51,4.4,mb,,63,1.486,0.56,us,usb000s2tu,2014-09-08T22:14:02.544Z,"165km W of Honiara, Solomon Islands",earthquake
2014-08-14T22:09:17.360Z,51.9251,178.4966,116.82,4.9,mb,,46,0.025,0.73,us,usb000s2te,2014-09-07T23:56:50.060Z,"2km S of Little Sitkin Island, Alaska",earthquake
2014-08-14T20:22:50.920Z,21.6508,121.0443,25.02,4.7,mb,,54,1.161,0.83,us,usb000s2rx,2014-08-15T04:25:58.098Z,"49km SE of Hengchun, Taiwan",earthquake
2014-08-14T19:12:07.500Z,19.524,-65.3113,73,3.1,Md,3,334.8,1.20913237,0.07,pr,pr14226011,2014-08-15T03:14:40.943Z,"133km NNE of Vieques, Puerto Rico",earthquake
2014-08-14T17:25:07.180Z,0.8307,146.1357,10,4.9,mb,,58,7.82,0.75,us,usb000s2ms,2014-08-15T01:27:35.687Z,"Federated States of Micronesia region",earthquake
2014-08-14T17:09:51.920Z,27.9732,128.1343,36.96,4.9,mb,,90,1.139,1.7,us,usb000s2mp,2014-09-04T15:53:21.000Z,"139km WSW of Naze, Japan",earthquake
2014-08-14T15:06:00.030Z,12.0394,-87.7633,31.18,3.9,mwr,,197,0.968,0.69,us,usb000s2m7,2014-08-15T13:19:23.574Z,"80km SW of Corinto, Nicaragua",earthquake
2014-08-14T14:15:32.010Z,35.8493,-97.2921,5,3.1,mb_lg,,63,0.137,0.56,us,usb000s2lv,2014-08-14T20:20:04.405Z,"11km SSW of Langston, Oklahoma",earthquake
2014-08-14T13:54:32.100Z,19.2611,-68.1689,27,3.2,Md,12,273.6,0.76895788,0.5,pr,pr14226005,2014-08-14T22:04:54.530Z,"79km NNE of Punta Cana, Dominican Republic",earthquake
2014-08-14T13:44:11.200Z,36.4952,70.4218,223.72,4.3,mb,,73,0.641,0.94,us,usb000s2ll,2014-08-14T21:46:50.304Z,"51km E of Farkhar, Afghanistan",earthquake
2014-08-14T13:28:03.000Z,18.9489,-63.737,25,3.3,Md,4,349.2,0.9872485,0.15,pr,pr14226008,2014-08-14T21:30:29.823Z,"108km NW of The Valley, Anguilla",earthquake
2014-08-14T12:28:00.290Z,35.8369,28.2755,10,4.1,mb,,133,1.602,1.39,us,usb000s2l8,2014-08-15T05:12:07.870Z,"36km SE of Lardos, Greece",earthquake
2014-08-14T10:43:56.000Z,67.6122,-161.9269,18,3.7,ml,,,,0.79,ak,ak11357265,2014-08-27T01:11:29.870Z,"44km E of Noatak, Alaska",earthquake
2014-08-14T08:32:16.600Z,-3.4431,145.5374,44.54,4.9,mb,,65,6.137,0.73,us,usb000s2k9,2014-08-14T16:34:53.942Z,"177km ENE of Angoram, Papua New Guinea",earthquake
2014-08-14T07:46:22.000Z,59.4636,-149.3143,24.8,3.2,ml,,,,0.82,ak,ak11357223,2014-08-27T01:11:43.479Z,"71km S of Seward, Alaska",earthquake
2014-08-14T06:04:14.000Z,59.083,-154.0257,130.4,4.5,ml,,,,0.95,ak,ak11357151,2014-08-27T01:12:00.028Z,"76km SSE of Old Iliamna, Alaska",earthquake
2014-08-14T05:10:13.000Z,54.5337,-156.7667,10,3.3,ml,,,,0.93,ak,ak11357129,2014-08-27T01:11:50.515Z,"161km SSW of Chirikof Island, Alaska",earthquake
2014-08-14T05:00:43.600Z,19.4669,-66.3339,28,3.4,Md,15,270,1.00162154,0.11,pr,pr14226001,2014-08-14T13:03:12.067Z,"110km N of Brenas, Puerto Rico",earthquake
2014-08-14T00:57:34.500Z,19.1275,-65.2506,138,3.4,Md,9,273.6,0.81567028,0.07,pr,pr14226000,2014-09-07T05:20:18.008Z,"91km N of Culebra, Puerto Rico",earthquake
2014-08-14T00:02:55.000Z,-20.158,-70.023,50.9,5.3,mww,,,,0.7,us,usb000s2i1,2014-09-07T04:13:10.887Z,"14km ENE of Iquique, Chile",earthquake
2014-08-13T23:33:22.280Z,-7.6857,127.7889,168.29,4.1,mb,,52,3.49,1.03,us,usb000s68g,2014-09-07T03:14:48.109Z,"262km ENE of Dili, East Timor",earthquake
2014-08-13T22:51:28.580Z,33.8491,131.8946,81.37,4.5,mb,,77,1.115,0.48,us,usb000s2hh,2014-09-07T03:01:29.715Z,"12km SSW of Hikari, Japan",earthquake
2014-08-13T22:02:16.270Z,-17.6441,-175.0978,201.67,4.3,mb,,80,4.899,0.71,us,usb000s68d,2014-09-07T02:08:08.439Z,"162km NW of Neiafu, Tonga",earthquake
2014-08-13T22:00:10.800Z,37.4302,71.306,94.48,4,mb,,57,0.656,0.87,us,usb000s2h3,2014-09-07T01:42:51.146Z,"22km WSW of Khorugh, Tajikistan",earthquake
2014-08-13T21:38:34.530Z,-0.631,135.8736,39.23,4,mb,,148,4.276,0.9,us,usb000s68b,2014-09-07T01:29:31.304Z,"200km E of Manokwari, Indonesia",earthquake
2014-08-13T16:49:43.500Z,14.0294,120.7895,171.66,4.2,mb,,116,8.365,0.72,us,usb000s2en,2014-08-14T00:52:12.116Z,"3km ENE of Bolboc, Philippines",earthquake
2014-08-13T15:59:59.000Z,52.6905,-169.5263,13.2,4,ml,,,,0.43,ak,ak11355938,2014-08-28T19:21:39.846Z,"52km WSW of Nikolski, Alaska",earthquake
2014-08-13T15:44:28.180Z,36.6107,-97.6594,4.2,3.2,mb_lg,,78,0.281,0.38,us,usb000s2e7,2014-08-14T01:49:02.639Z,"22km SSE of Medford, Oklahoma",earthquake
2014-08-13T14:17:39.620Z,34.5059,28.3178,36.96,4.6,mb,,153,2.585,1.14,us,usb000s2ds,2014-08-13T22:20:54.301Z,"150km SE of Karpathos, Greece",earthquake
2014-08-13T13:57:48.000Z,52.7407,-169.539,13.1,4.2,ml,,,,0.51,ak,ak11355721,2014-08-28T19:18:47.722Z,"50km WSW of Nikolski, Alaska",earthquake
2014-08-13T13:39:35.500Z,18.8507,-68.6065,113,3.3,Md,12,309.6,0.39705536,0.28,pr,pr14225004,2014-08-13T21:42:44.864Z,"22km NNE of Otra Banda, Dominican Republic",earthquake
2014-08-13T13:19:41.000Z,52.8591,-169.5365,4.2,4,ml,,,,0.62,ak,ak11355698,2014-08-28T19:15:45.755Z,"45km W of Nikolski, Alaska",earthquake
2014-08-13T13:11:39.730Z,-22.2684,170.37,56.85,5,mb,,85,3.644,0.58,us,usb000s2dp,2014-08-13T21:14:17.144Z,"173km W of Ile Hunter, New Caledonia",earthquake
2014-08-13T10:21:07.570Z,-3.4075,145.529,27.42,4.9,mb,,113,6.174,0.6,us,usb000s2cl,2014-08-13T18:23:34.556Z,"177km ENE of Angoram, Papua New Guinea",earthquake
2014-08-13T10:07:28.630Z,0.8924,-26.6215,10,5.4,mb,,56,15.045,0.88,us,usb000s2ck,2014-09-04T15:53:18.000Z,"Central Mid-Atlantic Ridge",earthquake
2014-08-13T09:08:59.200Z,18.1846,-68.0764,107,3.1,Md,9,216,0.43568291,0.2,pr,pr14225003,2014-08-13T17:11:39.652Z,"55km SE of Punta Cana, Dominican Republic",earthquake
2014-08-13T08:49:48.180Z,0.9649,146.1573,14.33,5.2,mb,,67,7.89,0.93,us,usb000s2c5,2014-08-13T16:52:22.154Z,"Federated States of Micronesia region",earthquake
2014-08-13T07:22:07.790Z,-3.4596,145.5631,31.3,4.9,mb,,120,6.115,0.92,us,usb000s2bp,2014-08-13T15:24:38.894Z,"179km ENE of Angoram, Papua New Guinea",earthquake
2014-08-13T06:48:11.930Z,16.3427,-98.167,10,5.8,mwp,,93,1.272,1.21,us,usb000s2bb,2014-09-04T15:53:17.000Z,"16km W of Santiago Pinotepa Nacional, Mexico",earthquake
2014-08-13T06:28:17.080Z,20.2997,-155.4626,29.97,3.5,ml,,205,0.347,0.41,us,usb000s2bi,2014-08-14T05:24:44.677Z,"24km N of Honoka'a, Hawaii",earthquake
2014-08-13T05:54:36.680Z,-3.4366,145.461,21.64,5.4,mb,,45,6.164,0.85,us,usb000s2b1,2014-09-04T15:53:16.000Z,"169km ENE of Angoram, Papua New Guinea",earthquake
2014-08-13T03:05:16.400Z,18.6263,-65.1845,73,4.6,Ml,19,201.6,0.32968171,0.31,pr,pr14225000,2014-09-03T04:47:43.604Z,"37km NNE of Culebra, Puerto Rico",earthquake
2014-08-13T02:09:37.000Z,71.1404,-156.9578,10,3.5,ml,,,,1.03,ak,ak11355140,2014-08-14T21:56:36.834Z,"17km SSW of Barrow, Alaska",earthquake
2014-08-13T00:45:30.630Z,-10.6776,164.998,19.03,4.6,mb,,123,5.123,0.57,us,usb000s29r,2014-08-13T08:48:01.961Z,"91km W of Lata, Solomon Islands",earthquake
2014-08-13T00:40:40.370Z,42.3663,142.7468,35,4.5,mb,,100,0.465,0.89,us,usb000s29p,2014-08-13T08:43:15.624Z,"31km E of Shizunai, Japan",earthquake
2014-08-13T00:30:47.840Z,13.9172,144.9467,101.15,5.4,mb,,21,0.334,0.91,us,usb000s29m,2014-09-04T15:53:14.000Z,"38km SW of Rota, Northern Mariana Islands",earthquake
2014-08-12T23:50:56.000Z,52.7077,-169.478,6.8,3.2,ml,,,,0.32,ak,ak11354884,2014-08-25T22:53:24.018Z,"48km WSW of Nikolski, Alaska",earthquake
2014-08-12T22:23:58.200Z,19.2005,-64.1877,49,3.3,Md,11,313.2,0.87945066,0.43,pr,pr14224011,2014-08-13T06:26:47.861Z,"97km NNE of Road Town, British Virgin Islands",earthquake
2014-08-12T22:07:28.360Z,0.457,146.3403,14.8,4.5,mb,,103,7.428,1.04,us,usb000s299,2014-08-13T06:10:05.685Z,"293km NNW of Lorengau, Papua New Guinea",earthquake
2014-08-12T21:33:41.600Z,19.1595,-64.3892,43,3.4,Md,7,316.8,0.76895788,0.07,pr,pr14224009,2014-08-13T05:37:24.198Z,"85km NNE of Road Town, British Virgin Islands",earthquake
2014-08-12T21:10:10.300Z,19.259,-64.4292,23,3.8,Md,17,295.2,0.85609447,0.34,pr,pr14224006,2014-08-13T05:12:41.837Z,"95km NNE of Road Town, British Virgin Islands",earthquake
2014-08-12T20:58:50.160Z,35.9896667,-116.0725,6.37,3.16,ml,13,85,0.1874,0.1,ci,ci15537721,2014-08-14T17:41:04.000Z,"25km SSW of Pahrump, Nevada",earthquake
2014-08-12T20:52:06.370Z,9.2319,93.5966,104.57,4.9,mb,,38,2.55,0.84,us,usb000s28b,2014-08-13T16:19:35.143Z,"143km NNE of Mohean, India",earthquake
2014-08-12T20:34:14.230Z,31.663,142.3169,18.25,4.6,mb,,128,2.565,0.61,us,usb000s283,2014-08-13T15:56:27.000Z,"284km ESE of Hachijo-jima, Japan",earthquake
2014-08-12T19:57:58.780Z,-0.0764,-78.3019,5.38,5.1,mb,,43,0.345,1.03,us,usb000s27f,2014-08-16T15:28:46.044Z,"23km SW of Cayambe, Ecuador",earthquake
2014-08-12T18:27:32.600Z,19.0291,-64.295,70,3.2,Md,5,320.4,0.68092299,0.07,pr,pr14224005,2014-08-13T13:57:25.000Z,"75km NNE of Road Town, British Virgin Islands",earthquake
2014-08-12T16:16:02.210Z,-16.9673,-172.846,10,5,mb,,69,11.425,0.61,us,usb000s262,2014-08-13T00:18:43.620Z,"148km SE of Hihifo, Tonga",earthquake
2014-08-12T15:37:23.000Z,57.7444,-156.513,130.7,3.2,ml,,,,0.82,ak,ak11354615,2014-08-25T22:53:37.179Z,"105km S of King Salmon, Alaska",earthquake
2014-08-12T13:12:59.550Z,-17.747,-178.3571,537.66,4.6,mb,,78,3.421,0.65,us,usb000s25a,2014-08-12T21:15:32.093Z,"281km ESE of Lambasa, Fiji",earthquake
2014-08-12T12:36:57.400Z,17.9281,-67.9483,106,3.1,Md,4,316.8,0.63600722,0.27,pr,pr14224003,2014-08-12T20:39:32.155Z,"81km W of Pole Ojea, Puerto Rico",earthquake
2014-08-12T11:35:20.870Z,51.8059,178.6401,100.7,4.8,mb,,148,0.594,1.33,us,usb000s23a,2014-08-12T19:37:52.535Z,"18km SSE of Little Sitkin Island, Alaska",earthquake
2014-08-12T11:06:51.640Z,-20.4569,-177.1511,266.62,4.5,mb,,91,6.94,1.04,us,usb000s23c,2014-08-12T19:09:50.878Z,"162km E of Ndoi Island, Fiji",earthquake
2014-08-12T08:24:25.000Z,51.7872,-172.434,48.6,3,ml,,,,0.87,us,usb000s647,2014-09-06T09:36:50.212Z,"112km SW of Amukta Island, Alaska",earthquake
2014-08-12T08:12:03.460Z,-6.4207,155.1533,97.14,4.3,mb,,177,3.71,0.57,us,usb000s5cn,2014-09-06T09:33:59.770Z,"38km WSW of Panguna, Papua New Guinea",earthquake
2014-08-12T07:47:43.530Z,20.1567,-155.19,22.72,4,ml,,224,0.462,0.67,us,usb000s268,2014-08-28T05:51:48.133Z,"30km ENE of Honoka'a, Hawaii",earthquake
2014-08-12T07:00:22.410Z,50.5455,-130.4449,10,4.2,mwr,,,,1.81,us,usb000s22x,2014-08-23T06:17:04.208Z,"214km W of Port Hardy, Canada",earthquake
2014-08-12T06:42:04.800Z,19.6352,-68.6307,93,3.4,Md,6,334.8,2.05983695,0.21,pr,pr14224000,2014-08-12T14:44:31.309Z,"84km NNE of Miches, Dominican Republic",earthquake
2014-08-12T04:10:48.760Z,54.8952,110.3343,27.75,4.6,mb,,36,5.144,0.86,us,usb000s22l,2014-09-10T01:57:35.389Z,"66km N of Kurumkan, Russia",earthquake
2014-08-12T03:54:43.990Z,36.9711,141.3956,46.9,4.2,mb,,128,2.594,0.75,us,usb000s5ck,2014-09-10T01:00:25.109Z,"46km E of Iwaki, Japan",earthquake
2014-08-12T03:37:43.000Z,51.7852,179.1656,95.6,3,ml,,,,0.4,us,usb000s25j,2014-09-10T00:43:17.879Z,"35km WSW of Semisopochnoi Island, Alaska",earthquake
2014-08-12T02:36:55.900Z,18.782,-103.692,10.3,4.2,mb,,,,0.76,us,usb000s229,2014-09-10T00:28:59.682Z,"5km N of Coahuayana, Mexico",earthquake
2014-08-12T01:43:29.510Z,11.8803,-88.9741,37.89,4.3,mb,,123,1.813,0.29,us,usb000s228,2014-09-10T00:18:05.631Z,"161km SSW of Puerto El Triunfo, El Salvador",earthquake
2014-08-12T01:28:31.200Z,-3.6754,151.2679,398.79,5.1,mb,,39,1.03,0.35,us,usb000s226,2014-09-09T23:57:16.692Z,"115km WNW of Rabaul, Papua New Guinea",earthquake
2014-08-12T01:18:30.000Z,51.8262,178.655,87,3,ml,,,,0.46,us,usb000s646,2014-09-09T23:35:49.867Z,"17km SE of Little Sitkin Island, Alaska",earthquake
2014-08-12T00:47:22.360Z,34.2586,140.3887,86.63,4.7,mb,,121,1.237,0.68,us,usb000s220,2014-09-01T06:38:55.652Z,"93km SSE of Tateyama, Japan",earthquake
2014-08-12T00:24:59.760Z,-47.6966,100.4039,10,4.3,mb,,105,19.383,1.1,us,usb000s5ci,2014-09-01T06:46:28.657Z,"Southeast Indian Ridge",earthquake
2014-08-12T00:24:17.380Z,-7.6799,117.2379,298.82,4,mb,,59,3.154,1.02,us,usb000s5cj,2014-09-01T06:56:53.395Z,"77km NW of Labuhankananga, Indonesia",earthquake
2014-08-11T22:23:31.000Z,40.3728,25.8243,7.3,3.9,mb,,,,0.83,us,usb000s217,2014-09-01T07:20:54.777Z,"20km NNW of Gokceada, Turkey",earthquake
2014-08-11T22:20:45.410Z,-10.7701,161.8401,56.21,4.2,mb,,171,2.285,0.67,us,usb000s5bu,2014-08-31T03:56:10.122Z,"36km SSW of Kirakira, Solomon Islands",earthquake
2014-08-11T22:13:07.910Z,-36.3738,-72.2969,49.09,4.3,mb,,64,0.751,1.08,us,usb000s20s,2014-09-06T23:32:04.234Z,"30km W of San Carlos, Chile",earthquake
2014-08-11T21:46:20.910Z,-10.7229,164.8912,35,4.7,mb,,113,5.032,0.65,us,usb000s5bt,2014-09-01T08:35:44.990Z,"103km W of Lata, Solomon Islands",earthquake
2014-08-11T21:40:43.170Z,27.7392,143.0255,27.33,4.5,mb,,162,0.984,0.66,us,usb000s20b,2014-09-07T04:44:11.304Z,"108km NE of Chichi-shima, Japan",earthquake
2014-08-11T21:00:15.770Z,-21.3504,-179.2357,609.41,4.8,mb,,30,4.404,0.77,us,usb000s1zu,2014-09-01T11:41:16.045Z,"95km SW of Ndoi Island, Fiji",earthquake
2014-08-11T15:14:27.630Z,0.5452,126.1758,60.24,4.4,mb,,77,1.211,0.83,us,usb000s1w3,2014-08-11T23:17:03.266Z,"135km WSW of Kota Ternate, Indonesia",earthquake
2014-08-11T15:13:40.200Z,18.0902,-65.4738,135,3,Md,5,194.4,0.07456017,0.12,pr,pr14223009,2014-08-11T23:16:22.917Z,"0km SSW of Esperanza, Puerto Rico",earthquake
2014-08-11T14:37:14.480Z,-56.4173,-26.9067,106.64,4.9,mb,,68,5.869,0.49,us,usb000s1xd,2014-08-11T22:39:56.640Z,"36km NNE of Visokoi Island, ",earthquake
2014-08-11T13:54:54.000Z,51.5677,-172.9167,25,3.4,ml,13,219.599982432001,,0.8,ak,ak11353744,2014-08-22T23:32:25.766Z,"112km SE of Atka, Alaska",earthquake
2014-08-11T13:35:41.220Z,14.4984,-92.9296,35,4.5,mb,,143,1.195,0.7,us,usb000s1vs,2014-08-11T21:38:14.079Z,"60km WSW of Puerto Madero, Mexico",earthquake
2014-08-11T13:32:20.290Z,-41.3235,-84.9813,10,5,mb,,138,10.312,0.78,us,usb000s1vq,2014-09-04T15:53:13.000Z,"West Chile Rise",earthquake
